,name,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year,Company,YEAR
177,Sersi (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,236.0,Sep-76,1976.0,Marvel,
178,Guido Carosella (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Bald,Male Characters,,Living Characters,236.0,Jul-85,1985.0,Marvel,
179,Zabu (Earth-616),Public Identity,Good Characters,Green Eyes,Orange Hair,Male Characters,,Living Characters,234.0,Mar-65,1965.0,Marvel,
180,Michael Morbius (Earth-616),Secret Identity,Neutral Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,231.0,Oct-71,1971.0,Marvel,
181,Julio Richter (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Homosexual Characters,Living Characters,231.0,Jun-87,1987.0,Marvel,
182,Phoenix Force (Earth-616),Secret Identity,Neutral Characters,,No Hair,,,Deceased Characters,229.0,Oct-76,1976.0,Marvel,
183,Megan Gwynn (Earth-616),Public Identity,Good Characters,Black Eyeballs,Pink Hair,Female Characters,,Living Characters,229.0,Nov-04,2004.0,Marvel,
184,Kyle Richmond (Earth-616),Secret Identity,Good Characters,Brown Eyes,Auburn Hair,Male Characters,,Living Characters,227.0,Oct-69,1969.0,Marvel,
185,Karen Page (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,226.0,Apr-64,1964.0,Marvel,
186,Tyrone Johnson (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,226.0,Mar-82,1982.0,Marvel,
187,Maxwell Dillon (Earth-616),Public Identity,Bad Characters,Blue Eyes,Auburn Hair,Male Characters,,Living Characters,225.0,Feb-64,1964.0,Marvel,
188,Valerie Cooper (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,225.0,Dec-83,1983.0,Marvel,
189,Anna May (Earth-616),No Dual Identity,Good Characters,Blue Eyes,White Hair,Female Characters,,Living Characters,224.0,Aug-64,1964.0,Marvel,
190,Vlad Dracula (Earth-616),No Dual Identity,Bad Characters,Red Eyes,White Hair,Male Characters,,Living Characters,223.0,Mar-51,1951.0,Marvel,
191,Tandy Bowen (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,222.0,Mar-82,1982.0,Marvel,
192,Monet St. Croix (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,221.0,Nov-94,1994.0,Marvel,
193,Gamora (Earth-616),No Dual Identity,Neutral Characters,Yellow Eyes,Black Hair,Female Characters,,Living Characters,218.0,Jun-75,1975.0,Marvel,
194,Amara Aquilla (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,217.0,Oct-83,1983.0,Marvel,
195,Julia Carpenter (Earth-616),Secret Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,,Living Characters,212.0,Oct-84,1984.0,Marvel,
196,Jane Foster (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,211.0,Sep-62,1962.0,Marvel,
197,Mortimer Toynbee (Earth-616),Secret Identity,Neutral Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,210.0,Mar-64,1964.0,Marvel,
198,Scott Lang (Earth-616),Public Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Male Characters,,Living Characters,209.0,Mar-79,1979.0,Marvel,
199,Paige Guthrie (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,207.0,Nov-84,1984.0,Marvel,
200,Benjamin Parker (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,205.0,Aug-62,1962.0,Marvel,
201,Erik Josten (Earth-616),Secret Identity,Good Characters,Brown Eyes,Red Hair,Male Characters,,Living Characters,204.0,Oct-65,1965.0,Marvel,
202,Jeanne-Marie Beaubier (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,203.0,Apr-79,1979.0,Marvel,
203,Carl Creel (Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Living Characters,202.0,Apr-64,1964.0,Marvel,
204,Gloria Grant (Earth-616),No Dual Identity,,Brown Eyes,Black Hair,Female Characters,,Living Characters,202.0,Jan-75,1975.0,Marvel,
205,Michael Twoyoungmen (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,200.0,Apr-79,1979.0,Marvel,
206,Hope Summers (Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,200.0,Jan-08,2008.0,Marvel,
207,Eric Masterson (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,198.0,May-88,1988.0,Marvel,
208,Alexander Power (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,197.0,Aug-84,1984.0,Marvel,
209,Matthew Hawk (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,195.0,Nov-62,1962.0,Marvel,
210,Jessica Jones (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,195.0,Sep-63,1963.0,Marvel,
211,Frederick Dukes (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,194.0,Jan-64,1964.0,Marvel,
212,Eric Brooks (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,194.0,Jul-73,1973.0,Marvel,
213,Eros (Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,193.0,Feb-73,1973.0,Marvel,
214,Madison Jeffries (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,193.0,Aug-83,1983.0,Marvel,
215,Mandarin (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,190.0,Feb-64,1964.0,Marvel,
216,The Wizard (Earth-616),Public Identity,Bad Characters,Hazel Eyes,Brown Hair,Male Characters,,Living Characters,189.0,Nov-62,1962.0,Marvel,
217,Akihiro (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Bisexual Characters,Living Characters,189.0,Oct-06,2006.0,Marvel,
218,Sergei Kravinoff (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,188.0,Aug-64,1964.0,Marvel,
219,Jonothon Starsmore (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,187.0,Nov-94,1994.0,Marvel,
220,Helmut Zemo (Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,184.0,Dec-73,1973.0,Marvel,
221,Victor Borkowski (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Homosexual Characters,Living Characters,184.0,Aug-03,2003.0,Marvel,
222,Edward Leeds (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,181.0,Nov-64,1964.0,Marvel,
223,Ultron (Earth-616),No Dual Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Deceased Characters,181.0,Jul-68,1968.0,Marvel,
224,Douglas Ramsey (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,181.0,Mar-84,1984.0,Marvel,
225,Quentin Beck (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Living Characters,180.0,Jun-64,1964.0,Marvel,
226,Herbert Wyndham (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,179.0,Nov-66,1966.0,Marvel,
227,Julian Keller (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,179.0,Aug-03,2003.0,Marvel,
228,Jack Russell (Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,178.0,Feb-72,1972.0,Marvel,
229,Celeste Cuckoo (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,177.0,Nov-01,2001.0,Marvel,
230,Valentina Allegra de Fontaine (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,176.0,Aug-67,1967.0,Marvel,
231,Ophelia Sarkissian (Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,175.0,Feb-69,1969.0,Marvel,
232,Colleen Wing (Earth-616),Public Identity,Good Characters,Blue Eyes,Auburn Hair,Female Characters,,Living Characters,175.0,Nov-74,1974.0,Marvel,
233,Irma Cuckoo (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,175.0,Nov-01,2001.0,Marvel,
234,Sebastian Shaw (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,174.0,Jan-80,1980.0,Marvel,
235,Phoebe Cuckoo (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,174.0,Nov-01,2001.0,Marvel,
236,Sage (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,172.0,Apr-80,1980.0,Marvel,
237,Valeria Richards (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,171.0,Feb-02,2002.0,Marvel,
238,Donald Blake (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,170.0,Aug-62,1962.0,Marvel,
239,Hela (Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,,Deceased Characters,170.0,Mar-64,1964.0,Marvel,
240,Lilandra Neramani (Earth-616),No Dual Identity,Good Characters,Orange Eyes,Black Hair,Female Characters,,Deceased Characters,170.0,Feb-76,1976.0,Marvel,
241,Henry Gyrich (Earth-616),No Dual Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,,Living Characters,170.0,Nov-77,1977.0,Marvel,
242,Dwayne Taylor (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,169.0,Dec-89,1989.0,Marvel,
243,Harold Hogan (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,166.0,Sep-63,1963.0,Marvel,
244,Redwing (Earth-616),Public Identity,,Yellow Eyes,,Male Characters,,Living Characters,165.0,Sep-69,1969.0,Marvel,
245,Christopher Powell (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,165.0,Mar-91,1991.0,Marvel,
246,Harvey Elder (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,,Living Characters,164.0,Nov-61,1961.0,Marvel,
247,Wolfgang von Strucker (Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Deceased Characters,164.0,Jan-64,1964.0,Marvel,
248,Dirk Garthwaite (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,164.0,Jan-68,1968.0,Marvel,
249,Pip Gofern (Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Male Characters,,Living Characters,163.0,Apr-75,1975.0,Marvel,
250,Tony Masters (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,163.0,May-80,1980.0,Marvel,
251,David Lieberman (Earth-616),Secret Identity,Neutral Characters,Green Eyes,Brown Hair,Male Characters,,Deceased Characters,163.0,Nov-87,1987.0,Marvel,
252,James Hudson (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,161.0,Feb-78,1978.0,Marvel,
253,Miles Warren (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,160.0,Dec-65,1965.0,Marvel,
254,Kallark (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blue Hair,Male Characters,,Living Characters,160.0,Oct-77,1977.0,Marvel,
255,En Sabah Nur (Earth-616),Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Deceased Characters,160.0,Jun-86,1986.0,Marvel,
256,Shiro Yoshida (Earth-616),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,158.0,Jan-70,1970.0,Marvel,
257,Silver Sablinova (Earth-616),Secret Identity,Good Characters,Blue Eyes,Silver Hair,Female Characters,,Deceased Characters,158.0,Jun-85,1985.0,Marvel,
258,Elvin Haliday (Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Living Characters,158.0,Nov-90,1990.0,Marvel,
259,James Bradley (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,158.0,,,Marvel,
260,Calvin Zabo (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,157.0,Dec-63,1963.0,Marvel,
261,Frederick Myers (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,157.0,Jul-66,1966.0,Marvel,
262,Mantis (Earth-616),Secret Identity,Good Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,156.0,Jun-73,1973.0,Marvel,
263,Marlene Alraune (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,156.0,Jun-76,1976.0,Marvel,
264,Rachel Leighton (Earth-616),Secret Identity,Good Characters,Green Eyes,Brown Hair,Female Characters,,Living Characters,156.0,Oct-85,1985.0,Marvel,
265,Veranke (Earth-616),No Dual Identity,Bad Characters,Green Eyes,Green Hair,Female Characters,,Deceased Characters,156.0,Jan-05,2005.0,Marvel,
266,Nathaniel Essex (Earth-616),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,155.0,Sep-87,1987.0,Marvel,
267,Anthony Druid (Earth-616),Public Identity,Good Characters,Green Eyes,Black Hair,Male Characters,,Deceased Characters,153.0,Jun-61,1961.0,Marvel,
268,Cassandra Lang (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,153.0,Apr-79,1979.0,Marvel,
269,Beta Ray Bill (Earth-616),No Dual Identity,Good Characters,White Eyes,No Hair,Male Characters,,Living Characters,153.0,Nov-83,1983.0,Marvel,
270,Samuel Sterns (Earth-616),Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Deceased Characters,152.0,Dec-64,1964.0,Marvel,
271,Leech (Earth-616),Secret Identity,Good Characters,White Eyes,No Hair,Male Characters,,Living Characters,152.0,Mar-84,1984.0,Marvel,
272,Glenn Talbot (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,151.0,Nov-64,1964.0,Marvel,
273,Bug (Earth-616),Public Identity,Good Characters,Yellow Eyes,Green Hair,Male Characters,,Living Characters,151.0,Jan-79,1979.0,Marvel,
274,Peter Petruski (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Living Characters,150.0,Jan-63,1963.0,Marvel,
275,Julie Power (Earth-616),Secret Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,Pansexual Characters,Living Characters,150.0,Aug-84,1984.0,Marvel,
276,Giuletta Nefaria (Earth-616),Secret Identity,Bad Characters,Grey Eyes,Black Hair,Female Characters,,Living Characters,149.0,Jan-68,1968.0,Marvel,
277,Robert Ralston (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,148.0,May-63,1963.0,Marvel,
278,Maximus (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,147.0,Feb-66,1966.0,Marvel,
279,Genis-Vell (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,147.0,Oct-93,1993.0,Marvel,
280,Hisako Ichiki (Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,147.0,Oct-04,2004.0,Marvel,
281,Dmitri Smerdyakov (Earth-616),Secret Identity,Bad Characters,Variable Eyes,Variable Hair,Male Characters,,Living Characters,146.0,Mar-63,1963.0,Marvel,
282,Eliot Franklin (Thunderball) (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,146.0,Nov-74,1974.0,Marvel,
283,X-51 (Earth-616),Known to Authorities Identity,Good Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,146.0,Jul-77,1977.0,Marvel,
284,Madelyne Pryor (Earth-616),Public Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,146.0,Apr-83,1983.0,Marvel,
285,Adolf Hitler (Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,145.0,Sep-40,1940.0,Marvel,
286,Herman Schultz (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,145.0,Mar-67,1967.0,Marvel,
287,Noriko Ashida (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,145.0,Jan-04,2004.0,Marvel,
288,Chen Lu (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Living Characters,144.0,Jun-63,1963.0,Marvel,
289,Ulysses Klaw (Earth-616),Public Identity,Bad Characters,Red Eyes,Bald,Male Characters,,Deceased Characters,143.0,Aug-66,1966.0,Marvel,
290,Cessily Kincaid (Earth-616),Secret Identity,Good Characters,Silver Eyes,Red Hair,Female Characters,,Living Characters,143.0,Aug-03,2003.0,Marvel,
291,Kyle Gibney (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,142.0,Aug-83,1983.0,Marvel,
292,Jack Monroe (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,141.0,Dec-53,1953.0,Marvel,
293,Madeline Joyce (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Deceased Characters,140.0,Nov-43,1943.0,Marvel,
294,George Tarleton (Earth-616),Public Identity,Bad Characters,White Eyes,Brown Hair,Male Characters,,Living Characters,140.0,Sep-67,1967.0,Marvel,
295,Jocasta (Earth-616),No Dual Identity,Good Characters,Red Eyes,No Hair,Female Characters,,Living Characters,140.0,Aug-77,1977.0,Marvel,
296,Peter Wisdom (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,140.0,Feb-95,1995.0,Marvel,
297,Jeffrey Mace (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,139.0,Dec-40,1940.0,Marvel,
298,Aquaria Neptunia (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,139.0,May-47,1947.0,Marvel,
299,Dragon Man (Earth-616),No Dual Identity,Good Characters,Grey Eyes,No Hair,Male Characters,,Living Characters,139.0,Feb-65,1965.0,Marvel,
300,Narya (Earth-616),Secret Identity,Good Characters,White Eyes,Blond Hair,Female Characters,,Living Characters,138.0,Apr-79,1979.0,Marvel,
301,Burglar (Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,137.0,Aug-62,1962.0,Marvel,
302,Dino Manelli (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Deceased Characters,137.0,May-63,1963.0,Marvel,
303,Peter Parker (Kaine) (Earth-616),Secret Identity,Good Characters,Hazel Eyes,Brown Hair,Male Characters,,Living Characters,137.0,Dec-94,1994.0,Marvel,
304,Nightmare (Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,136.0,Jul-63,1963.0,Marvel,
